5	782.9167	786.9769	1407.195	1080.147	877.8604	850.1688	-99	-99	-99	-99	-99
6	395.614	240.1916	436.8264	413.8835	278.7996	-99	-99	-99	-99	-99	-99
12	443.9215	451.5353	261.9337	291.0517	528.9238	337.2818	347.9279	506.1253	320.1027	267.4278	360.4899
15	275.42	230.7823	227.5942	227.6556	253.8808	169.8854	329.7628	-99	-99	-99	-99
16	-99	-99	-99	-99	-99	95.14378	95.14378	-99	-99	-99	-99
18	289.0926	187.4702	176.8496	267.4424	229.8758	163.0266	191.5378	238.7771	190.5732	358.8297	216.5038
19	-99	-99	-99	-99	-99	424.9392	779.1179	1044.172	-99	-99	-99
22	150.5228	95.14378	95.14378	102.2144	122.5855	98.47567	95.14378	95.14378	97.79259	107.7591	131.2402
24	-99	-99	-99	-99	-99	-99	874.3188	1001.087	735.402	665.2741	1191.121
27	110.9685	95.14378	95.14378	-99	-99	-99	121.745	-99	-99	155.6776	118.292
29	130.9122	95.14378	98.01602	103.8951	95.14378	95.14378	102.6159	95.14378	95.14378	95.14378	119.6973
33	172.1005	-99	194.839	239.9013	218.7529	167.58	187.7414	230.6794	131.6888	103.7238	274.6349
35	-99	-99	-99	-99	-99	-99	-99	-99	481.3796	682.3265	952.0624
37	-99	-99	-99	-99	276.1209	-99	-99	224.7542	194.0453	-99	-99
42	429.2461	450.1091	392.6267	481.0845	380.6927	349.8255	567.5938	388.7188	318.7377	453.1005	571.7651
43	182.8071	131.0133	176.751	145.2347	162.3776	137.026	-99	-99	-99	-99	-99
45	241.8369	141.3545	165.0843	171.3325	208.9	250.7599	245.2202	199.892	180.4546	156.7112	392.8965
46	-99	-99	95.14378	95.14378	95.14378	95.14378	95.14378	95.14378	95.14378	95.14378	-99
53	1026.963	1096.938	825.3536	951.2445	871.7911	-99	-99	-99	-99	-99	-99
55	-99	-99	95.14378	95.14378	-99	-99	-99	-99	-99	-99	-99
61	570.6755	468.6653	225.1442	316.8715	444.532	310.9373	285.4322	431.5513	258.7225	357.5881	486.8982
62	273.9624	223.4854	223.4907	270.2907	282.0719	109.2434	331.6771	207.8519	119.423	164.7942	498.6301
64	351.2253	-99	308.2628	348.6588	320.0895	367.5054	-99	-99	-99	-99	-99
67	617.2263	101.4229	303.6562	417.1601	373.4624	292.4619	397.8986	259.7264	281.3606	348.4526	326.7653
68	95.14378	95.14378	95.14378	95.14378	95.14378	95.14378	95.14378	95.14378	95.14378	95.14378	101.9998
69	305.4549	308.9587	-99	-99	-99	-99	-99	-99	-99	-99	-99
70	-99	95.14378	-99	116.4664	95.14378	95.14378	111.359	-99	-99	-99	-99
71	518.1873	892.1678	455.0201	700.0396	755.1073	517.5649	704.5687	504.5069	494.2373	-99	900.7624
72	-99	-99	-99	-99	299.8678	-99	351.8435	258.3042	347.1402	-99	-99
73	808.3449	448.1088	651.8746	-99	-99	-99	-99	-99	-99	-99	-99
75	429.6698	485.2765	313.6984	501.9876	361.9939	453.9995	610.0574	378.1197	429.4588	385.1203	504.4669
77	1052.666	816.6072	1042.474	855.0596	929.0992	799.355	1258.933	1127.684	864.3754	804.0013	956.8023
78	-99	-99	394.9029	327.5193	353.9099	229.6552	261.0679	421.1862	259.407	449.0536	443.5505
79	-99	-99	-99	-99	-99	-99	1248.219	668.3409	565.9801	-99	-99
82	250.9608	166.8909	229.5963	177.5056	184.3292	132.7363	255.7594	-99	-99	218.9319	-99
89	-99	-99	-99	-99	-99	-99	-99	-99	-99	95.14378	102.9904
90	617.476	542.6275	-99	665.4601	582.6001	-99	-99	-99	-99	-99	-99
92	690.4053	-99	-99	-99	845.6462	820.1935	899.4657	867.5043	-99	841.783	786.114
94	-99	-99	-99	-99	104.3673	116.9824	137.0184	-99	-99	-99	-99
95	1162.797	832.2627	679.7515	-99	-99	-99	-99	-99	-99	-99	-99
96	-99	-99	-99	-99	-99	-99	-99	95.14378	95.14378	-99	-99
99	293.8686	188.4503	196.4991	209.8211	171.1047	209.0501	265.0122	240.46	-99	-99	-99
102	230.8777	282.0976	230.5579	213.3398	202.7981	207.5651	332.2454	279.8178	245.7717	201.3675	360.4214
103	519.6341	805.5517	-99	446.9152	717.2249	-99	-99	-99	-99	-99	-99
105	-99	-99	-99	-99	-99	-99	241.6415	396.0683	147.2558	-99	224.5184
106	-99	-99	-99	-99	-99	-99	-99	210.0136	153.8596	267.0944	256.0367
107	-99	-99	95.14378	122.8004	95.14378	95.14378	-99	-99	-99	-99	-99
113	1637.849	1600.211	2151.812	1693.742	1346.602	1708.845	1812.612	2086.312	1182.998	1362.132	-99
116	143.9476	122.3885	147.0694	-99	-99	-99	-99	-99	-99	-99	-99
125	-99	-99	-99	295.7971	358.8004	-99	-99	-99	-99	-99	-99
127	-99	154.7249	130.5716	154.2239	154.5114	142.4436	177.2496	143.0148	-99	-99	-99
128	1067.117	377.3871	555.2611	627.1633	949.8148	883.4512	-99	-99	-99	-99	-99
129	100.6656	164.9314	184.2141	398.2763	-99	-99	-99	-99	-99	-99	-99
130	512.1905	440.655	479.6702	462.4689	475.4639	385.1011	374.7652	559.1785	357.7261	450.9587	412.9062
133	108.6784	-99	95.14378	95.14378	-99	-99	-99	-99	-99	-99	-99
136	95.14378	95.14378	95.14378	-99	-99	-99	-99	-99	-99	-99	-99
137	-99	-99	-99	809.2221	1541.946	1077.283	-99	-99	-99	-99	-99
139	426.1333	284.459	290.1426	-99	285.8541	216.7737	353.0935	-99	-99	-99	-99
140	-99	95.14378	95.14378	-99	-99	-99	-99	-99	-99	-99	-99
142	155.914	140.9957	125.2765	116.3551	100.2878	149.5503	129.7807	118.6544	-99	129.5253	170.4045
143	1840.114	-99	-99	-99	-99	-99	-99	-99	1722.033	-99	-99
144	246.4442	281.1417	183.0229	-99	-99	-99	-99	-99	-99	-99	-99
145	343.4673	340.6168	164.0123	-99	-99	-99	-99	-99	-99	-99	-99
