5	658.6072	542.2861	727.4901	709.6899	839.2801	793.3142	-99	-99	-99	-99	-99
6	242.6765	244.9182	300.4544	363.895	186.5428	-99	-99	-99	-99	-99	-99
12	259.1754	362.402	319.6468	270.9911	362.1003	182.7585	335.6385	361.3575	205.5101	202.804	309.5176
15	182.9844	167.6816	157.1484	163.319	193.735	147.5884	251.0861	-99	-99	-99	-99
16	-99	-99	-99	-99	-99	69.16897	69.16897	-99	-99	-99	-99
18	166.4323	161.8557	156.4562	154.7935	199.6826	144.3145	178.1035	171.5187	152.182	263.1989	134.107
19	-99	-99	-99	-99	-99	530.566	334.6757	563.2211	-99	-99	-99
22	69.16897	69.16897	69.16897	69.16897	72.18464	69.16897	69.16897	69.16897	79.18777	71.16803	69.16897
24	-99	-99	-99	-99	-99	-99	777.0454	923.04	624.7659	618.5354	1001.273
27	88.97135	69.16897	69.16897	-99	-99	-99	86.00573	-99	-99	69.16897	69.16897
29	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897
33	124.9719	-99	226.215	174.2494	146.0796	178.694	179.5796	136.0452	152.3534	122.7965	240.9137
35	-99	-99	-99	-99	-99	-99	-99	-99	518.8005	904.7835	1010.301
37	-99	-99	-99	-99	161.3047	-99	-99	123.6391	134.5585	-99	-99
42	245.4647	360.5614	265.793	343.1354	390.7367	241.8234	431.2398	353.1356	335.2128	349.8877	314.6902
43	190.2872	81.00776	159.7021	94.2987	122.1135	133.722	-99	-99	-99	-99	-99
45	114.9981	186.8315	69.16897	169.2438	93.48994	154.3846	156.5212	134.5936	82.32269	69.16897	232.388
46	-99	-99	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	-99
53	393.809	546.5992	595.154	757.3189	361.8161	-99	-99	-99	-99	-99	-99
55	-99	-99	109.8364	94.72812	-99	-99	-99	-99	-99	-99	-99
61	377.8235	346.6368	189.7683	157.1052	330.6671	286.2243	277.1675	428.2226	231.517	321.6309	298.5424
62	160.6309	108.6366	139.9564	236.4762	141.6851	125.6332	169.1777	169.9336	126.244	190.254	201.0117
64	180.4207	-99	136.6141	181.7251	249.7193	250.8428	-99	-99	-99	-99	-99
67	419.2942	196.0328	97.04062	335.6954	239.7478	124.0293	225.5385	424.9465	288.3723	421.7127	226.0267
68	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897	69.16897
69	163.9182	195.8096	-99	-99	-99	-99	-99	-99	-99	-99	-99
70	-99	102.6244	-99	82.49511	73.42474	94.03942	80.14057	-99	-99	-99	-99
71	469.6904	412.6185	469.059	553.0781	743.2628	422.4446	593.551	423.1439	667.1512	-99	758.092
72	-99	-99	-99	-99	104.2843	-99	170.8033	207.6657	191.4878	-99	-99
73	322.6672	421.7121	597.4412	-99	-99	-99	-99	-99	-99	-99	-99
75	291.2186	365.5646	297.0604	419.6026	338.973	290.7659	475.793	429.22	301.1426	320.4674	383.6038
77	889.1768	566.1065	887.1949	798.7241	804.4665	572.2854	931.0504	864.8817	617.2504	585.4121	837.8325
78	-99	-99	236.2797	170.0338	293.7521	162.9193	226.5484	279.3011	241.1724	348.4362	304.6402
79	-99	-99	-99	-99	-99	-99	602.0854	650.9279	253.8531	-99	-99
82	156.7646	130.535	111.6187	136.5447	168.9077	112.0948	175.6538	-99	-99	81.20183	-99
89	-99	-99	-99	-99	-99	-99	-99	-99	-99	113.107	110.3318
90	281.7248	489.3764	-99	428.1064	379.3658	-99	-99	-99	-99	-99	-99
92	325.2988	-99	-99	-99	630.7914	429.9534	465.6482	523.6787	-99	472.1425	705.8167
94	-99	-99	-99	-99	108.1353	75.95107	96.23372	-99	-99	-99	-99
95	589.8638	565.1733	616.7338	-99	-99	-99	-99	-99	-99	-99	-99
96	-99	-99	-99	-99	-99	-99	-99	69.16897	69.16897	-99	-99
99	132.737	130.2282	171.6491	193.0888	129.6482	124.2905	151.7762	128.1188	-99	-99	-99
102	133.8853	172.8	208.4218	192.5475	163.8433	194.7627	211.0785	194.213	204.4733	244.1134	280.7847
103	544.6837	471.0653	-99	833.0576	307.0316	-99	-99	-99	-99	-99	-99
105	-99	-99	-99	-99	-99	-99	279.3678	256.0345	153.4446	-99	256.4915
106	-99	-99	-99	-99	-99	-99	-99	115.6571	113.3368	180.5981	103.8544
107	-99	-99	69.16897	88.18157	69.16897	69.16897	-99	-99	-99	-99	-99
113	784.8925	839.5137	1292.907	716.9185	808.6661	1180.252	1076.45	1796.622	1057.907	776.0427	-99
116	109.9101	100.338	184.1796	-99	-99	-99	-99	-99	-99	-99	-99
125	-99	-99	-99	331.6295	305.8648	-99	-99	-99	-99	-99	-99
127	-99	126.49	107.6912	120.4864	130.513	101.0123	108.3253	126.0184	-99	-99	-99
128	495.3796	292.5435	439.9174	498.0515	678.26	570.3626	-99	-99	-99	-99	-99
129	76.01675	122.8729	128.762	146.3405	-99	-99	-99	-99	-99	-99	-99
130	345.6927	211.4464	297.4485	340.7412	284.9117	346.403	301.777	359.9799	208.6194	451.7932	442.5265
133	69.16897	-99	69.16897	76.6767	-99	-99	-99	-99	-99	-99	-99
136	69.16897	69.16897	69.16897	-99	-99	-99	-99	-99	-99	-99	-99
137	-99	-99	-99	1006.962	915.3613	705.809	-99	-99	-99	-99	-99
139	299.5417	126.6101	226.0446	-99	229.431	265.7917	315.0887	-99	-99	-99	-99
140	-99	69.16897	69.16897	-99	-99	-99	-99	-99	-99	-99	-99
142	69.16897	78.18732	156.578	98.47463	98.42871	156.9266	105.8342	119.9442	-99	81.35333	196.3309
143	1250.265	-99	-99	-99	-99	-99	-99	-99	951.6371	-99	-99
144	229.5675	116.5316	187.4968	-99	-99	-99	-99	-99	-99	-99	-99
