5	-6.7287	924.1346	-502.326	-6.383401	439.882	-63.07975	-99	-99	-99	-99	-99
6	-47.57142	213.3694	-58.18264	-187.133	265.3839	-99	-99	-99	-99	-99	-99
12	307.6398	3.294099	-320.1604	229.0169	-71.74488	25.98512	173.5472	-200.3224	-21.99128	175.6971	88.36497
15	30.48311	-14.67607	82.96685	7.269906	-139.8901	309.9357	-214.0098	-99	-99	-99	-99
16	-99	-99	-99	-99	-99	5.58694	5.58694	-99	-99	-99	-99
18	-55.62471	-25.86033	44.28417	36.90781	-15.9584	65.89291	-59.16543	111.1382	81.62551	-128.9874	40.55508
19	-99	-99	-99	-99	-99	-249.7686	523.1833	-108.3823	-99	-99	-99
22	5.542107	-18.36195	-26.37717	94.85027	76.68439	-54.89718	15.0314	67.0633	-17.5443	37.17488	103.4221
24	-99	-99	-99	-99	-99	-99	732.0422	-200.5162	-319.4044	818.2458	953.407
27	-60.27256	95.52792	-82.56422	-99	-99	-99	19.16095	-99	-99	60.9178	-17.09247
29	97.15878	-126.9423	75.58246	6.783561	345.9307	-325.2106	10.34341	123.4948	-53.24165	8.141056	66.38416
33	99.39796	-99	13.57369	185.437	-167.9972	80.2926	-59.20351	73.75949	-136.5503	487.41	-50.66361
35	-99	-99	-99	-99	-99	-99	-99	-99	304.3434	277.9507	-50.66361
37	-99	-99	-99	-99	1.82149	-99	-99	7.830997	91.8921	-99	-99
42	204.2758	-168.0385	242.6204	42.42437	-184.8978	191.3823	-113.9423	51.71564	104.5286	160.955	-50.66361
43	-8.276982	15.05157	-3.689344	5.58694	5.58694	5.58694	-99	-99	-99	-99	-99
45	176.3009	-93.10033	1.608945	180.0639	54.2651	-213.1833	96.55586	93.20218	-.0852259	287.1462	119.4592
46	-99	-99	5.58694	5.58694	5.58694	5.58694	5.58694	5.58694	5.58694	5.58694	-99
53	-119.434	140.9093	570.7896	-804.1788	212.3482	-99	-99	-99	-99	-99	-99
55	-99	-99	-100.8854	14.34593	-99	-99	-99	-99	-99	-99	-99
61	-23.77431	-291.5854	-41.15392	274.7524	41.94752	-162.5148	276.2511	-91.65381	103.6931	234.0636	-50.66361
62	12.04933	29.97757	59.15487	-95.77143	124.9527	223.9507	-370.5724	293.2065	145.6904	-7.849088	97.92809
64	254.8011	-99	54.06652	130.9299	11.3773	-11.75227	-99	-99	-99	-99	-99
67	-355.3538	114.463	543.3542	-569.8289	213.5409	261.3744	-120.5106	147.23	272.6781	-734.7951	-50.66361
68	5.58694	5.58694	5.58694	5.58694	31.68441	-13.43544	-.8383559	22.49978	-10.98934	33.22442	-50.66361
69	76.71309	-35.59082	-99	-99	-99	-99	-99	-99	-99	-99	-99
70	-99	5.58694	-99	5.58694	5.58694	5.58694	5.58694	-99	-99	-99	-99
