5	1180.857	1214.994	1798.846	1584.929	1028.675	1452.053	-99	-99	-99	-99	-99
6	495.0232	374.463	403.584	348.5956	310.5677	-99	-99	-99	-99	-99	-99
12	64.29495	51.94577	164.9101	11.28962	110.1572	47.56101	11.28962	11.28962	132.5589	11.28962	11.28962
15	241.701	236.4532	194.2729	199.4486	150.8867	152.5929	134.5531	-99	-99	-99	-99
16	-99	-99	-99	-99	-99	58.91728	52.85385	-99	-99	-99	-99
18	485.927	342.6891	333.9386	332.2481	268.0444	267.5008	463.3367	254.8226	379.8844	494.6079	390.8867
19	-99	-99	-99	-99	-99	808.6828	640.4564	773.5444	-99	-99	-99
22	159.2564	210.0193	199.1416	164.8531	192.0837	358.4836	178.1705	270.1504	226.3613	310.8944	332.6534
24	-99	-99	-99	-99	-99	-99	724.2535	950.0795	582.776	393.8053	1026.329
27	11.28962	11.28962	11.28962	-99	-99	-99	11.28962	-99	-99	11.28962	11.28962
29	202.7824	160.2974	216.6766	181.8143	226.2609	311.696	193.3391	205.5502	133.8046	145.4697	214.9203
33	303.5328	-99	340.9015	299.3963	201.2796	260.9575	342.318	256.874	306.5713	257.0677	380.4745
35	-99	-99	-99	-99	-99	-99	-99	-99	577.6284	601.6204	441.1366
37	-99	-99	-99	-99	512.6683	-99	-99	486.8637	485.6131	-99	-99
42	77.92751	264.3808	230.8688	103.1657	138.305	43.01072	193.4678	121.084	112.8751	232.9426	326.4562
43	239.1814	138.5591	204.792	83.63055	104.9516	106.4214	-99	-99	-99	-99	-99
45	278.692	245.7304	288.5282	314.1244	398.0592	237.464	240.1812	194.3274	125.071	229.1719	177.1392
46	-99	-99	42.33973	32.42796	46.02582	27.2995	42.67501	25.07356	41.42353	53.32539	-99
53	500.677	506.4358	484.796	536.9297	206.8205	-99	-99	-99	-99	-99	-99
55	-99	-99	431.373	387.9957	-99	-99	-99	-99	-99	-99	-99
61	337.4089	369.7501	323.6389	209.5024	250.0698	214.049	232.1404	304.4497	334.1946	261.752	491.5426
