5	127.1898	57.03065	108.7096	130.3933	33.76154	137.6749	-99	-99	-99	-99	-99
6	28.92326	25.64742	14.81831	34.9735	82.38409	-99	-99	-99	-99	-99	-99
12	40.78325	55.36147	40.73363	53.61719	116.8628	19.1729	40.65535	48.9004	55.16664	-2.74091	37.81852
15	21.12429	44.88747	19.10867	23.33483	24.80797	8.167937	42.54787	-99	-99	-99	-99
16	-99	-99	-99	-99	-99	10.48989	13.42939	-99	-99	-99	-99
18	26.46292	33.40052	8.525498	41.82979	29.38589	3.075814	45.5202	27.0936	6.038952	21.23477	29.58326
19	-99	-99	-99	-99	-99	118.414	71.23108	90.38631	-99	-99	-99
22	34.10857	13.90936	73.75567	15.02637	12.62906	100.4687	21.115	12.12485	6.72534	-2.82813	8.223688
24	-99	-99	-99	-99	-99	-99	43.07444	193.4425	163.2901	8.622744	155.8535
27	29.33027	2.041716	10.00278	-99	-99	-99	9.87024	-99	-99	8.06209	15.95177
29	14.34613	34.94854	103.5691	21.19147	40.14027	-3.727826	28.05072	25.36219	-7.165666	23.72643	9.29236
33	93.53075	-99	28.49601	10.70827	45.93134	12.90189	40.26144	32.68387	14.46759	30.02631	33.60971
35	-99	-99	-99	-99	-99	-99	-99	-99	78.03094	39.44729	85.06908
37	-99	-99	-99	-99	23.27778	-99	-99	15.52563	80.36382	-99	-99
42	8.911613	38.71512	35.56054	56.97466	63.76141	35.34254	71.55208	30.67358	12.17055	31.48992	26.42389
43	8.575074	18.68813	12.92882	11.12605	8.457095	-1.052547	-99	-99	-99	-99	-99
45	32.50796	4.494124	24.14714	13.31479	29.02882	31.4225	1.238631	32.76818	86.55378	-13.89033	8.420852
46	-99	-99	9.330764	8.944642	26.13073	32.80788	3.367164	13.37001	4.398158	6.168844	-99
53	258.4924	125.7069	143.6384	76.79256	49.97044	-99	-99	-99	-99	-99	-99
55	-99	-99	14.62638	31.69878	-99	-99	-99	-99	-99	-99	-99
61	35.79887	73.29047	45.14918	17.13853	86.53297	20.4942	51.85543	55.00334	40.61999	45.63675	77.83831
62	27.24211	52.37542	33.9551	18.40922	7.084289	4.843968	42.2608	31.43858	45.3163	4.604658	66.41946
64	28.88216	-99	-1.937227	44.16795	65.66621	-4.117064	-99	-99	-99	-99	-99
67	174.7389	52.09729	91.44364	152.714	130.1976	47.29089	165.5623	42.84987	89.66145	43.28539	9.141661
68	16.038	5.399089	8.990942	9.157274	11.19986	18.78809	17.97729	32.25358	62.95464	97.22189	18.90557
69	54.55374	18.7	-99	-99	-99	-99	-99	-99	-99	-99	-99
70	-99	11.24565	-99	24.82557	7.288195	8.666054	11.18301	-99	-99	-99	-99
71	79.89883	98.89696	48.60934	90.07011	84.06447	520.3143	70.48453	50.11053	15.75065	-99	152.7418
72	-99	-99	-99	-99	35.28324	-99	-.8201929	70.89425	60.6807	-99	-99
73	63.97161	71.33141	-9.474429	-99	-99	-99	-99	-99	-99	-99	-99
75	26.8609	42.81004	18.7712	28.31061	24.46295	124.282	27.61608	23.76557	16.25406	12.84352	24.17656
77	118.8705	49.36609	72.0488	100.8986	116.3758	93.34648	99.14413	115.8988	85.26215	29.20346	46.29929
78	-99	-99	31.59021	30.16577	22.77242	13.80091	110.4787	27.90135	40.4636	41.79331	24.73286
79	-99	-99	-99	-99	-99	-99	407.3167	214.826	124.0893	-99	-99
82	148.8423	35.41642	46.34324	36.55171	28.2108	16.74377	23.57343	-99	-99	31.17109	-99
89	-99	-99	-99	-99	-99	-99	-99	-99	-99	16.31367	47.04424
90	92.99265	57.79841	-99	137.3645	79.72096	-99	-99	-99	-99	-99	-99
92	63.33464	-99	-99	-99	97.22003	55.20362	-1.716303	26.03846	-99	133.0262	32.45092
94	-99	-99	-99	-99	28.21978	74.30336	2.385347	-99	-99	-99	-99
95	97.5883	241.6342	40.94195	-99	-99	-99	-99	-99	-99	-99	-99
96	-99	-99	-99	-99	-99	-99	-99	7.288257	16.37427	-99	-99
99	26.45128	25.1534	45.86143	27.08389	26.44802	141.395	30.8162	47.87251	-99	-99	-99
102	59.06066	25.27001	10.99989	14.43019	31.35672	11.75321	22.5305	29.29265	31.67975	19.17075	-1.605873
103	87.5172	158.9339	-99	16.15508	119.0601	-99	-99	-99	-99	-99	-99
105	-99	-99	-99	-99	-99	-99	28.42537	62.96399	22.77728	-99	69.01358
106	-99	-99	-99	-99	-99	-99	-99	27.51967	114.6244	60.05175	28.54457
107	-99	-99	9.84639	4.983684	16.53534	7.309401	-99	-99	-99	-99	-99
113	101.1518	271.6382	69.54572	197.1103	111.6368	281.0433	189.8808	198.8089	79.84142	137.6795	-99
116	6.207026	15.59008	24.35941	-99	-99	-99	-99	-99	-99	-99	-99
125	-99	-99	-99	8.246303	37.27942	-99	-99	-99	-99	-99	-99
127	-99	29.22887	19.57237	13.82598	1.457811	29.88852	17.50646	21.23734	-99	-99	-99
128	77.55325	40.16853	69.53992	192.5876	101.3022	50.73485	-99	-99	-99	-99	-99
129	17.89812	32.89062	34.84853	54.987	-99	-99	-99	-99	-99	-99	-99
130	64.67159	49.89221	73.81059	81.72002	58.34056	17.52416	21.47133	37.58389	7.874284	35.42291	16.42776
133	22.75481	-99	30.68579	8.149134	-99	-99	-99	-99	-99	-99	-99
136	10.54571	13.21289	5.079278	-99	-99	-99	-99	-99	-99	-99	-99
137	-99	-99	-99	99.55833	249.9973	93.59959	-99	-99	-99	-99	-99
139	39.1896	27.41435	18.52703	-99	4.305332	28.85881	22.526	-99	-99	-99	-99
140	-99	23.97633	30.18811	-99	-99	-99	-99	-99	-99	-99	-99
142	9.698968	18.61461	21.24916	18.04336	22.45953	25.58216	8.713742	1.360351	-99	12.78984	93.56788
143	151.5507	-99	-99	-99	-99	-99	-99	-99	225.0416	-99	-99
144	39.62587	30.10359	99.80424	-99	-99	-99	-99	-99	-99	-99	-99
145	42.96272	119.6941	20.54601	-99	-99	-99	-99	-99	-99	-99	-99
146	89.17934	135.236	130.1943	166.6725	41.48994	10.15547	37.65296	48.95549	-99	82.05061	-99
147	15.72281	40.05798	-99	-99	89.27614	49.64135	26.21591	-99	-99	-99	-99
148	23.34809	84.9427	53.31136	27.41765	71.22512	38.35334	84.11455	244.2653	40.36435	5.046617	10.90985
149	-99	-99	-99	-99	-99	-99	-99	126.5048	36.20256	-30.69497	-99
151	-99	25.94818	25.6931	28.75904	31.67104	-99	-99	-99	-99	-99	-99
153	14.1504	-99	11.20845	-99	-99	-99	-99	-99	-99	-99	-99
154	-99	-99	-99	21.6933	21.38797	22.04678	19.88426	13.74629	6.436296	103.7011	18.64718
156	-99	-99	-99	-99	-99	-99	-99	-99	52.25721	18.17034	21.01231
157	-99	-99	170.4261	56.65618	-99	-99	-99	-99	-99	-99	-99
158	-99	32.01101	-99	-99	-99	-99	-99	-99	43.26134	9.859041	35.68878
159	-99	28.78572	43.55604	-99	-99	-99	-99	-99	-99	-99	-99
160	46.59341	51.44151	18.5657	39.50064	39.75103	17.11528	25.66227	15.94219	-99	30.51694	-99
162	192.8126	95.13033	14.42133	165.242	197.3613	244.6228	161.243	131.7133	89.80614	99.36499	84.20606
168	-99	-99	-99	-99	-99	-99	30.73207	58.89358	63.38443	8.990192	40.4402
169	-99	-99	-99	-99	-99	-99	-99	149.5518	21.55086	-3.50213	75.60973
170	-99	-99	-99	-99	14.10045	45.53446	30.04311	-99	-99	-99	-99
171	-99	-99	-99	-99	186.8249	35.20085	44.8952	126.7141	52.48991	54.70004	94.96232
172	27.53167	60.52113	26.20999	34.57835	35.8945	47.39785	-99	-99	-99	-99	-99
179	66.69578	27.9646	38.59326	35.11103	9.439425	36.92105	47.828	-99	-99	-99	-99
184	-99	-99	-99	-99	-99	27.16653	28.40673	13.13248	-1.429593	12.7462	13.23484
186	38.23452	20.13225	35.236	36.34567	20.10575	72.96041	145.6488	27.96552	18.4134	29.42892	17.75753
187	-99	-99	-99	-99	-99	-99	34.65871	48.1384	41.12679	-99	-99
193	-99	-99	-99	-99	-99	-99	55.3409	51.7807	-99	-99	-99
194	-99	-99	-99	-99	-99	-7.357533	22.11417	-99	-99	-99	-99
196	-99	-99	2.927534	13.44508	13.00192	26.5354	17.64554	-99	-99	12.01692	-99
197	110.1103	43.58887	-99	-99	-99	-99	-99	-99	-99	-99	-99
198	-99	15.32229	73.20612	60.12199	64.76933	79.27041	32.43802	176.1072	-99	-99	-99
200	38.92783	10.27682	25.44304	-99	-99	-99	-99	-99	-99	-99	-99
206	-99	-99	-99	-99	16.33224	4.50692	19.61868	10.84811	8.754472	12.01692	30.60532
208	-99	-99	-99	-99	-99	112.2799	52.13972	-99	-99	-99	-99
211	-99	-99	21.94849	15.11002	-99	-99	-99	-99	-99	-99	-99
216	13.15639	7.983726	.0439218	4.983684	.6794323	-1.323463	6.556798	1.041601	-99	-99	-99
217	-99	-99	-99	54.85976	44.48032	73.61568	41.9593	85.53056	60.21991	-14.45583	32.56227
220	161.0797	76.42544	80.22826	-99	-99	-99	-99	-99	-99	-99	-99
223	-99	-99	-99	-99	129.7775	5.961023	26.14742	128.3835	106.1242	373.1334	-99
224	16.37428	7.51661	22.19118	13.51454	16.26353	17.75377	18.00747	16.17876	27.28481	3.799138	79.30402
228	44.7307	35.8737	35.0916	61.57632	46.73615	51.99243	18.19015	28.97698	40.29637	-99	-99
229	-99	-99	-99	-99	-99	9.095845	66.33582	-99	6.701276	15.92553	17.26491
231	62.83089	50.72178	6.289064	40.40744	31.04067	-99	-99	-99	-99	-99	-99
234	57.51574	51.17772	57.9417	9.916031	66.50349	44.91102	119.6421	128.1499	29.88886	-10.78559	353.9875
252	-99	-99	-99	-99	73.05865	-99	-99	169.0986	179.1869	-99	-99
253	-99	-99	-99	-99	-99	6.44903	24.64771	21.72366	16.95649	1.075804	-99
254	28.69671	39.48333	-99	-99	-99	-99	-99	-99	-99	-99	-99
